Date,Close,Date,Close,Date,Close,Total Returns
4/2/2015 16:00:00,534.06,4/2/2015 16:00:00,372.25,4/2/2015 16:00:00,31.33,937.64
4/6/2015 16:00:00,535.3,4/6/2015 16:00:00,377.04,4/6/2015 16:00:00,31.84,944.18
4/7/2015 16:00:00,535.55,4/7/2015 16:00:00,374.41,4/7/2015 16:00:00,31.5,941.46
4/8/2015 16:00:00,540.13,4/8/2015 16:00:00,381.2,4/8/2015 16:00:00,31.4,952.73
4/9/2015 16:00:00,539.3,4/9/2015 16:00:00,383.54,4/9/2015 16:00:00,31.64,954.48
4/10/2015 16:00:00,538.53,4/10/2015 16:00:00,382.65,4/10/2015 16:00:00,31.78,952.96
4/13/2015 16:00:00,537.69,4/13/2015 16:00:00,382.36,4/13/2015 16:00:00,31.71,951.76
4/14/2015 16:00:00,528.94,4/14/2015 16:00:00,385.11,4/14/2015 16:00:00,31.58,945.63
4/15/2015 16:00:00,531.07,4/15/2015 16:00:00,383.45,4/15/2015 16:00:00,31.7,946.22
4/16/2015 16:00:00,532.34,4/16/2015 16:00:00,386.04,4/16/2015 16:00:00,31.54,949.92
4/17/2015 16:00:00,522.62,4/17/2015 16:00:00,375.56,4/17/2015 16:00:00,31.19,929.37
4/20/2015 16:00:00,533.91,4/20/2015 16:00:00,389.51,4/20/2015 16:00:00,31.9,955.32
4/21/2015 16:00:00,532.51,4/21/2015 16:00:00,391.18,4/21/2015 16:00:00,31.73,955.42
4/22/2015 16:00:00,537.89,4/22/2015 16:00:00,389.8,4/22/2015 16:00:00,32.16,959.85
4/23/2015 16:00:00,545.5,4/23/2015 16:00:00,389.99,4/23/2015 16:00:00,32.42,967.91
4/24/2015 16:00:00,563.51,4/24/2015 16:00:00,445.1,4/24/2015 16:00:00,32.57,1041.18
4/27/2015 16:00:00,555.37,4/27/2015 16:00:00,438.56,4/27/2015 16:00:00,33.16,1027.09
4/28/2015 16:00:00,553.68,4/28/2015 16:00:00,429.31,4/28/2015 16:00:00,32.64,1015.63
4/29/2015 16:00:00,549.08,4/29/2015 16:00:00,429.37,4/29/2015 16:00:00,32.16,1010.61
4/30/2015 16:00:00,537.34,4/30/2015 16:00:00,421.78,4/30/2015 16:00:00,31.29,990.41
5/1/2015 16:00:00,537.9,5/1/2015 16:00:00,422.87,5/1/2015 16:00:00,32.24,993.01
5/4/2015 16:00:00,540.78,5/4/2015 16:00:00,423.04,5/4/2015 16:00:00,32.17,995.99
5/5/2015 16:00:00,530.8,5/5/2015 16:00:00,421.19,5/5/2015 16:00:00,31.45,983.44
5/6/2015 16:00:00,524.22,5/6/2015 16:00:00,419.1,5/6/2015 16:00:00,31.25,974.57
5/7/2015 16:00:00,530.7,5/7/2015 16:00:00,426.88,5/7/2015 16:00:00,31.32,988.9
5/8/2015 16:00:00,538.22,5/8/2015 16:00:00,433.69,5/8/2015 16:00:00,31.91,1003.82
5/11/2015 16:00:00,535.7,5/11/2015 16:00:00,432.85,5/11/2015 16:00:00,31.58,1000.13
5/12/2015 16:00:00,529.04,5/12/2015 16:00:00,431.02,5/12/2015 16:00:00,31.47,991.53
5/13/2015 16:00:00,529.62,5/13/2015 16:00:00,426.87,5/13/2015 16:00:00,31.5,987.99
5/14/2015 16:00:00,538.4,5/14/2015 16:00:00,432.28,5/14/2015 16:00:00,32.24,1002.92
5/15/2015 16:00:00,533.85,5/15/2015 16:00:00,426,5/15/2015 16:00:00,32.19,992.04
5/18/2015 16:00:00,532.3,5/18/2015 16:00:00,425.24,5/18/2015 16:00:00,32.55,990.09
5/19/2015 16:00:00,537.36,5/19/2015 16:00:00,421.71,5/19/2015 16:00:00,32.52,991.59
5/20/2015 16:00:00,539.27,5/20/2015 16:00:00,423.86,5/20/2015 16:00:00,32.52,995.65
5/21/2015 16:00:00,542.51,5/21/2015 16:00:00,431.63,5/21/2015 16:00:00,32.85,1006.99
5/22/2015 16:00:00,540.11,5/22/2015 16:00:00,427.63,5/22/2015 16:00:00,33.14,1000.88
5/26/2015 16:00:00,532.32,5/26/2015 16:00:00,425.47,5/26/2015 16:00:00,32.41,990.2
5/27/2015 16:00:00,539.79,5/27/2015 16:00:00,431.42,5/27/2015 16:00:00,33.01,1004.22
5/28/2015 16:00:00,539.78,5/28/2015 16:00:00,426.57,5/28/2015 16:00:00,32.95,999.3
5/29/2015 16:00:00,532.11,5/29/2015 16:00:00,429.23,5/29/2015 16:00:00,32.57,993.91
6/1/2015 16:00:00,533.99,6/1/2015 16:00:00,430.92,6/1/2015 16:00:00,32.63,997.54
6/2/2015 16:00:00,539.18,6/2/2015 16:00:00,430.99,6/2/2015 16:00:00,32.49,1002.66
6/3/2015 16:00:00,540.31,6/3/2015 16:00:00,436.59,6/3/2015 16:00:00,32.53,1009.43
6/4/2015 16:00:00,536.7,6/4/2015 16:00:00,430.78,6/4/2015 16:00:00,32.34,999.82
6/5/2015 16:00:00,533.33,6/5/2015 16:00:00,426.95,6/5/2015 16:00:00,32.16,992.44
6/8/2015 16:00:00,526.83,6/8/2015 16:00:00,423.5,6/8/2015 16:00:00,31.95,982.28
6/9/2015 16:00:00,526.69,6/9/2015 16:00:00,425.48,6/9/2015 16:00:00,31.86,984.03
6/10/2015 16:00:00,536.69,6/10/2015 16:00:00,430.77,6/10/2015 16:00:00,32.22,999.68
6/11/2015 16:00:00,534.61,6/11/2015 16:00:00,432.97,6/11/2015 16:00:00,32.15,999.73
6/12/2015 16:00:00,532.33,6/12/2015 16:00:00,429.92,6/12/2015 16:00:00,31.79,994.04
6/15/2015 16:00:00,527.2,6/15/2015 16:00:00,423.67,6/15/2015 16:00:00,31.73,982.6
6/16/2015 16:00:00,528.15,6/16/2015 16:00:00,427.26,6/16/2015 16:00:00,31.9,987.31
6/17/2015 16:00:00,529.26,6/17/2015 16:00:00,427.81,6/17/2015 16:00:00,31.83,988.9
6/18/2015 16:00:00,536.73,6/18/2015 16:00:00,439.39,6/18/2015 16:00:00,31.97,1008.09
6/19/2015 16:00:00,536.69,6/19/2015 16:00:00,434.92,6/19/2015 16:00:00,31.65,1003.26
6/22/2015 16:00:00,538.19,6/22/2015 16:00:00,436.29,6/22/2015 16:00:00,31.9,1006.38
6/23/2015 16:00:00,540.48,6/23/2015 16:00:00,445.99,6/23/2015 16:00:00,31.76,1018.23
6/24/2015 16:00:00,537.84,6/24/2015 16:00:00,440.84,6/24/2015 16:00:00,32.03,1010.71
6/25/2015 16:00:00,535.23,6/25/2015 16:00:00,440.1,6/25/2015 16:00:00,31.88,1007.21
6/26/2015 16:00:00,531.69,6/26/2015 16:00:00,438.1,6/26/2015 16:00:00,31.69,1001.48
6/29/2015 16:00:00,521.52,6/29/2015 16:00:00,429.86,6/29/2015 16:00:00,31.13,982.51
6/30/2015 16:00:00,520.51,6/30/2015 16:00:00,434.09,6/30/2015 16:00:00,31.36,985.96
7/1/2015 16:00:00,521.84,7/1/2015 16:00:00,437.39,7/1/2015 16:00:00,31.65,990.88
7/2/2015 16:00:00,523.4,7/2/2015 16:00:00,437.71,7/2/2015 16:00:00,31.61,992.72
7/6/2015 16:00:00,522.86,7/6/2015 16:00:00,436.04,7/6/2015 16:00:00,31.5,990.4
7/7/2015 16:00:00,525.02,7/7/2015 16:00:00,436.72,7/7/2015 16:00:00,31.42,993.16
7/8/2015 16:00:00,516.83,7/8/2015 16:00:00,429.7,7/8/2015 16:00:00,30.64,977.17
7/9/2015 16:00:00,520.68,7/9/2015 16:00:00,434.39,7/9/2015 16:00:00,30.02,985.09
7/10/2015 16:00:00,530.13,7/10/2015 16:00:00,443.51,7/10/2015 16:00:00,30.82,1004.46
7/13/2015 16:00:00,546.55,7/13/2015 16:00:00,455.57,7/13/2015 16:00:00,31.42,1033.54
7/14/2015 16:00:00,561.1,7/14/2015 16:00:00,465.57,7/14/2015 16:00:00,31.4,1058.07
7/15/2015 16:00:00,560.22,7/15/2015 16:00:00,461.19,7/15/2015 16:00:00,31.71,1053.12
7/16/2015 16:00:00,579.85,7/16/2015 16:00:00,475.48,7/16/2015 16:00:00,32.13,1087.46
7/17/2015 16:00:00,672.93,7/17/2015 16:00:00,483.01,7/17/2015 16:00:00,32.41,1188.35
7/20/2015 16:00:00,663.02,7/20/2015 16:00:00,488.1,7/20/2015 16:00:00,33.02,1184.14
7/21/2015 16:00:00,662.3,7/21/2015 16:00:00,488,7/21/2015 16:00:00,32.69,1182.99
7/22/2015 16:00:00,662.1,7/22/2015 16:00:00,488.27,7/22/2015 16:00:00,31.31,1181.68
7/23/2015 16:00:00,644.28,7/23/2015 16:00:00,482.18,7/23/2015 16:00:00,31.29,1157.75
7/24/2015 16:00:00,623.56,7/24/2015 16:00:00,529.42,7/24/2015 16:00:00,31.13,1184.11
7/27/2015 16:00:00,627.26,7/27/2015 16:00:00,531.41,7/27/2015 16:00:00,30.69,1189.36
7/28/2015 16:00:00,628,7/28/2015 16:00:00,526.03,7/28/2015 16:00:00,30.85,1184.88
7/29/2015 16:00:00,631.93,7/29/2015 16:00:00,529,7/29/2015 16:00:00,30.75,1191.68
7/30/2015 16:00:00,632.59,7/30/2015 16:00:00,536.76,7/30/2015 16:00:00,30.59,1199.94
7/31/2015 16:00:00,625.61,7/31/2015 16:00:00,536.15,7/31/2015 16:00:00,30.33,1192.09
8/3/2015 16:00:00,631.21,8/3/2015 16:00:00,535.03,8/3/2015 16:00:00,29.61,1195.85
8/4/2015 16:00:00,629.25,8/4/2015 16:00:00,531.9,8/4/2015 16:00:00,28.66,1189.81
8/5/2015 16:00:00,643.78,8/5/2015 16:00:00,537.01,8/5/2015 16:00:00,28.85,1209.64
8/6/2015 16:00:00,642.68,8/6/2015 16:00:00,529.46,8/6/2015 16:00:00,28.78,1200.92
8/7/2015 16:00:00,635.3,8/7/2015 16:00:00,522.62,8/7/2015 16:00:00,28.88,1186.8
8/10/2015 16:00:00,633.73,8/10/2015 16:00:00,524,8/10/2015 16:00:00,29.93,1187.66
8/11/2015 16:00:00,660.78,8/11/2015 16:00:00,527.46,8/11/2015 16:00:00,28.37,1216.61
8/12/2015 16:00:00,659.56,8/12/2015 16:00:00,525.91,8/12/2015 16:00:00,28.81,1214.28
8/13/2015 16:00:00,656.45,8/13/2015 16:00:00,529.66,8/13/2015 16:00:00,28.79,1214.9
8/14/2015 16:00:00,657.12,8/14/2015 16:00:00,531.52,8/14/2015 16:00:00,28.99,1217.63
8/17/2015 16:00:00,660.87,8/17/2015 16:00:00,535.22,8/17/2015 16:00:00,29.29,1225.38
8/18/2015 16:00:00,656.13,8/18/2015 16:00:00,535.02,8/18/2015 16:00:00,29.13,1220.28
8/19/2015 16:00:00,660.9,8/19/2015 16:00:00,532.92,8/19/2015 16:00:00,28.75,1222.57
8/20/2015 16:00:00,646.83,8/20/2015 16:00:00,515.78,8/20/2015 16:00:00,28.16,1190.77
8/21/2015 16:00:00,612.48,8/21/2015 16:00:00,494.47,8/21/2015 16:00:00,26.44,1133.39
8/24/2015 16:00:00,589.61,8/24/2015 16:00:00,463.37,8/24/2015 16:00:00,25.78,1078.76
8/25/2015 16:00:00,582.06,8/25/2015 16:00:00,466.37,8/25/2015 16:00:00,25.94,1074.37
8/26/2015 16:00:00,628.62,8/26/2015 16:00:00,500.77,8/26/2015 16:00:00,27.42,1156.81
8/27/2015 16:00:00,637.61,8/27/2015 16:00:00,518.37,8/27/2015 16:00:00,28.23,1184.21
8/28/2015 16:00:00,630.38,8/28/2015 16:00:00,518.01,8/28/2015 16:00:00,28.32,1176.71
8/31/2015 16:00:00,618.25,8/31/2015 16:00:00,512.89,8/31/2015 16:00:00,28.19,1159.33
9/1/2015 16:00:00,597.79,9/1/2015 16:00:00,496.54,9/1/2015 16:00:00,26.93,1121.26
9/2/2015 16:00:00,614.34,9/2/2015 16:00:00,510.55,9/2/2015 16:00:00,28.09,1152.98
9/3/2015 16:00:00,606.25,9/3/2015 16:00:00,504.72,9/3/2015 16:00:00,27.59,1138.56
9/4/2015 16:00:00,600.7,9/4/2015 16:00:00,499,9/4/2015 16:00:00,27.32,1127.02
9/8/2015 16:00:00,614.66,9/8/2015 16:00:00,517.54,9/8/2015 16:00:00,28.08,1160.28
9/9/2015 16:00:00,612.72,9/9/2015 16:00:00,516.89,9/9/2015 16:00:00,27.54,1157.15
9/10/2015 16:00:00,621.35,9/10/2015 16:00:00,522.24,9/10/2015 16:00:00,28.14,1171.73
9/11/2015 16:00:00,625.77,9/11/2015 16:00:00,529.44,9/11/2015 16:00:00,28.55,1183.76
9/14/2015 16:00:00,623.24,9/14/2015 16:00:00,521.38,9/14/2015 16:00:00,28.83,1173.45
9/15/2015 16:00:00,635.14,9/15/2015 16:00:00,522.37,9/15/2015 16:00:00,29.07,1186.58
9/16/2015 16:00:00,635.98,9/16/2015 16:00:00,527.39,9/16/2015 16:00:00,29.1,1192.47
9/17/2015 16:00:00,642.9,9/17/2015 16:00:00,538.87,9/17/2015 16:00:00,28.48,1210.25
9/18/2015 16:00:00,629.25,9/18/2015 16:00:00,540.26,9/18/2015 16:00:00,28.36,1197.87
9/21/2015 16:00:00,635.44,9/21/2015 16:00:00,548.39,9/21/2015 16:00:00,28.8,1212.63
9/22/2015 16:00:00,622.69,9/22/2015 16:00:00,538.4,9/22/2015 16:00:00,28.35,1189.44
9/23/2015 16:00:00,622.36,9/23/2015 16:00:00,536.07,9/23/2015 16:00:00,28.58,1187.01
9/24/2015 16:00:00,625.8,9/24/2015 16:00:00,533.75,9/24/2015 16:00:00,28.75,1188.3
9/25/2015 16:00:00,611.97,9/25/2015 16:00:00,524.25,9/25/2015 16:00:00,28.68,1164.9
9/28/2015 16:00:00,594.89,9/28/2015 16:00:00,504.06,9/28/2015 16:00:00,28.11,1127.06
9/29/2015 16:00:00,594.97,9/29/2015 16:00:00,496.07,9/29/2015 16:00:00,27.27,1118.31
9/30/2015 16:00:00,608.42,9/30/2015 16:00:00,511.89,9/30/2015 16:00:00,27.58,1147.89
10/1/2015 16:00:00,611.29,10/1/2015 16:00:00,520.72,10/1/2015 16:00:00,27.4,1159.41
10/2/2015 16:00:00,626.91,10/2/2015 16:00:00,532.54,10/2/2015 16:00:00,27.6,1187.05
10/5/2015 16:00:00,641.47,10/5/2015 16:00:00,543.68,10/5/2015 16:00:00,27.7,1212.85
10/6/2015 16:00:00,645.44,10/6/2015 16:00:00,537.48,10/6/2015 16:00:00,27.83,1210.75
10/7/2015 16:00:00,642.36,10/7/2015 16:00:00,541.94,10/7/2015 16:00:00,27.7,1212
10/8/2015 16:00:00,639.16,10/8/2015 16:00:00,533.16,10/8/2015 16:00:00,27.38,1199.7
10/9/2015 16:00:00,643.61,10/9/2015 16:00:00,539.8,10/9/2015 16:00:00,28.03,1211.44
10/12/2015 16:00:00,646.67,10/12/2015 16:00:00,550.19,10/12/2015 16:00:00,27.9,1224.76
10/13/2015 16:00:00,652.3,10/13/2015 16:00:00,548.9,10/13/2015 16:00:00,27.95,1229.15
10/14/2015 16:00:00,651.16,10/14/2015 16:00:00,544.83,10/14/2015 16:00:00,27.55,1223.54
10/15/2015 16:00:00,661.74,10/15/2015 16:00:00,562.44,10/15/2015 16:00:00,27.97,1252.15
10/16/2015 16:00:00,662.2,10/16/2015 16:00:00,570.76,10/16/2015 16:00:00,27.76,1260.72
10/19/2015 16:00:00,666.1,10/19/2015 16:00:00,573.15,10/19/2015 16:00:00,27.93,1267.18
10/20/2015 16:00:00,650.28,10/20/2015 16:00:00,560.88,10/20/2015 16:00:00,28.44,1239.6
10/21/2015 16:00:00,642.61,10/21/2015 16:00:00,555.77,10/21/2015 16:00:00,28.44,1226.82
10/22/2015 16:00:00,651.79,10/22/2015 16:00:00,563.91,10/22/2015 16:00:00,28.88,1244.58
10/23/2015 16:00:00,702,10/23/2015 16:00:00,599.03,10/23/2015 16:00:00,29.77,1330.8
10/26/2015 16:00:00,712.78,10/26/2015 16:00:00,608.61,10/26/2015 16:00:00,28.82,1350.21
10/27/2015 16:00:00,708.49,10/27/2015 16:00:00,611.01,10/27/2015 16:00:00,28.64,1348.14
10/28/2015 16:00:00,712.95,10/28/2015 16:00:00,617.1,10/28/2015 16:00:00,29.82,1359.87
10/29/2015 16:00:00,716.92,10/29/2015 16:00:00,626.55,10/29/2015 16:00:00,30.13,1373.6
10/30/2015 16:00:00,710.81,10/30/2015 16:00:00,625.9,10/30/2015 16:00:00,29.88,1366.59
11/2/2015 16:00:00,721.11,11/2/2015 16:00:00,628.35,11/2/2015 16:00:00,30.3,1379.76
11/3/2015 16:00:00,722.16,11/3/2015 16:00:00,625.31,11/3/2015 16:00:00,30.64,1378.11
11/4/2015 16:00:00,728.11,11/4/2015 16:00:00,640.95,11/4/2015 16:00:00,30.5,1399.56
11/5/2015 16:00:00,731.25,11/5/2015 16:00:00,655.65,11/5/2015 16:00:00,30.23,1417.13
11/6/2015 16:00:00,733.76,11/6/2015 16:00:00,659.37,11/6/2015 16:00:00,30.27,1423.4
11/9/2015 16:00:00,724.89,11/9/2015 16:00:00,655.49,11/9/2015 16:00:00,30.14,1410.52
11/10/2015 16:00:00,728.32,11/10/2015 16:00:00,659.68,11/10/2015 16:00:00,29.19,1417.19
11/11/2015 16:00:00,735.4,11/11/2015 16:00:00,673.25,11/11/2015 16:00:00,29.03,1437.68
11/12/2015 16:00:00,731.23,11/12/2015 16:00:00,665.6,11/12/2015 16:00:00,28.93,1425.76
11/13/2015 16:00:00,717,11/13/2015 16:00:00,642.35,11/13/2015 16:00:00,28.09,1387.44
11/16/2015 16:00:00,728.96,11/16/2015 16:00:00,647.81,11/16/2015 16:00:00,28.54,1405.31
11/17/2015 16:00:00,725.3,11/17/2015 16:00:00,643.3,11/17/2015 16:00:00,28.42,1397.02
11/18/2015 16:00:00,740,11/18/2015 16:00:00,663.54,11/18/2015 16:00:00,29.32,1432.86
11/19/2015 16:00:00,738.41,11/19/2015 16:00:00,661.27,11/19/2015 16:00:00,29.7,1429.38
11/20/2015 16:00:00,756.6,11/20/2015 16:00:00,668.45,11/20/2015 16:00:00,29.83,1454.88
11/23/2015 16:00:00,755.98,11/23/2015 16:00:00,678.99,11/23/2015 16:00:00,29.44,1464.41
11/24/2015 16:00:00,748.28,11/24/2015 16:00:00,671.15,11/24/2015 16:00:00,29.72,1449.15
11/25/2015 16:00:00,748.15,11/25/2015 16:00:00,675.34,11/25/2015 16:00:00,29.51,1453
11/27/2015 16:00:00,750.26,11/27/2015 16:00:00,673.26,11/27/2015 16:00:00,29.45,1452.97
11/30/2015 16:00:00,742.6,11/30/2015 16:00:00,664.8,11/30/2015 16:00:00,29.58,1436.98
12/1/2015 16:00:00,767.04,12/1/2015 16:00:00,679.06,12/1/2015 16:00:00,29.34,1475.44
12/2/2015 16:00:00,762.38,12/2/2015 16:00:00,676.01,12/2/2015 16:00:00,29.07,1467.46
12/3/2015 16:00:00,752.54,12/3/2015 16:00:00,666.25,12/3/2015 16:00:00,28.8,1447.59
12/4/2015 16:00:00,766.81,12/4/2015 16:00:00,672.64,12/4/2015 16:00:00,29.76,1469.21
12/7/2015 16:00:00,763.25,12/7/2015 16:00:00,669.83,12/7/2015 16:00:00,29.57,1462.65
12/8/2015 16:00:00,762.37,12/8/2015 16:00:00,677.33,12/8/2015 16:00:00,29.56,1469.26
12/9/2015 16:00:00,751.61,12/9/2015 16:00:00,664.79,12/9/2015 16:00:00,28.91,1445.31
12/10/2015 16:00:00,749.46,12/10/2015 16:00:00,662.32,12/10/2015 16:00:00,29.04,1440.82
12/11/2015 16:00:00,738.87,12/11/2015 16:00:00,640.15,12/11/2015 16:00:00,28.3,1407.32
12/14/2015 16:00:00,747.77,12/14/2015 16:00:00,657.91,12/14/2015 16:00:00,28.12,1433.8
12/15/2015 16:00:00,743.4,12/15/2015 16:00:00,658.64,12/15/2015 16:00:00,27.62,1429.66
12/16/2015 16:00:00,758.09,12/16/2015 16:00:00,675.77,12/16/2015 16:00:00,27.84,1461.7
12/17/2015 16:00:00,749.43,12/17/2015 16:00:00,670.65,12/17/2015 16:00:00,27.25,1447.33
12/18/2015 16:00:00,739.31,12/18/2015 16:00:00,664.14,12/18/2015 16:00:00,26.51,1429.96
12/21/2015 16:00:00,747.77,12/21/2015 16:00:00,664.51,12/21/2015 16:00:00,26.83,1439.11
12/22/2015 16:00:00,750,12/22/2015 16:00:00,663.15,12/22/2015 16:00:00,26.81,1439.96
12/23/2015 16:00:00,750.31,12/23/2015 16:00:00,663.7,12/23/2015 16:00:00,27.15,1441.16
12/24/2015 16:00:00,748.4,12/24/2015 16:00:00,662.79,12/24/2015 16:00:00,27.01,1438.2
12/28/2015 16:00:00,762.51,12/28/2015 16:00:00,675.2,12/28/2015 16:00:00,26.71,1464.42
12/29/2015 16:00:00,776.6,12/29/2015 16:00:00,693.97,12/29/2015 16:00:00,27.19,1497.76
12/30/2015 16:00:00,771,12/30/2015 16:00:00,689.07,12/30/2015 16:00:00,26.83,1486.9
12/31/2015 16:00:00,758.88,12/31/2015 16:00:00,675.89,12/31/2015 16:00:00,26.32,1461.09
1/4/2016 16:00:00,741.84,1/4/2016 16:00:00,636.99,1/4/2016 16:00:00,26.34,1405.17
1/5/2016 16:00:00,742.58,1/5/2016 16:00:00,633.79,1/5/2016 16:00:00,25.68,1402.05
1/6/2016 16:00:00,743.62,1/6/2016 16:00:00,632.65,1/6/2016 16:00:00,25.18,1401.45
1/7/2016 16:00:00,726.39,1/7/2016 16:00:00,607.94,1/7/2016 16:00:00,24.11,1358.44
1/8/2016 16:00:00,714.47,1/8/2016 16:00:00,607.05,1/8/2016 16:00:00,24.24,1345.76
1/11/2016 16:00:00,716.03,1/11/2016 16:00:00,617.74,1/11/2016 16:00:00,24.63,1358.4
1/12/2016 16:00:00,726.07,1/12/2016 16:00:00,617.89,1/12/2016 16:00:00,24.99,1368.95
1/13/2016 16:00:00,700.56,1/13/2016 16:00:00,581.81,1/13/2016 16:00:00,24.35,1306.72
1/14/2016 16:00:00,714.72,1/14/2016 16:00:00,593,1/14/2016 16:00:00,24.88,1332.6
1/15/2016 16:00:00,694.45,1/15/2016 16:00:00,570.18,1/15/2016 16:00:00,24.28,1288.91
1/19/2016 16:00:00,701.79,1/19/2016 16:00:00,574.48,1/19/2016 16:00:00,24.17,1300.44
1/20/2016 16:00:00,698.45,1/20/2016 16:00:00,571.77,1/20/2016 16:00:00,24.2,1294.42
1/21/2016 16:00:00,706.59,1/21/2016 16:00:00,575.02,1/21/2016 16:00:00,24.08,1305.69
1/22/2016 16:00:00,725.25,1/22/2016 16:00:00,596.38,1/22/2016 16:00:00,25.36,1346.99
1/25/2016 16:00:00,711.67,1/25/2016 16:00:00,596.53,1/25/2016 16:00:00,24.86,1333.06
1/26/2016 16:00:00,713.04,1/26/2016 16:00:00,601.25,1/26/2016 16:00:00,25,1339.29
1/27/2016 16:00:00,699.99,1/27/2016 16:00:00,583.35,1/27/2016 16:00:00,23.36,1306.7
1/28/2016 16:00:00,730.96,1/28/2016 16:00:00,635.35,1/28/2016 16:00:00,23.52,1389.83
1/29/2016 16:00:00,742.95,1/29/2016 16:00:00,587,1/29/2016 16:00:00,24.34,1354.29
2/1/2016 16:00:00,752,2/1/2016 16:00:00,574.81,2/1/2016 16:00:00,24.11,1350.92
2/2/2016 16:00:00,764.65,2/2/2016 16:00:00,552.1,2/2/2016 16:00:00,23.62,1340.37
2/3/2016 16:00:00,726.95,2/3/2016 16:00:00,531.07,2/3/2016 16:00:00,24.09,1282.11
2/4/2016 16:00:00,708.01,2/4/2016 16:00:00,536.26,2/4/2016 16:00:00,24.15,1268.42
2/5/2016 16:00:00,683.57,2/5/2016 16:00:00,502.13,2/5/2016 16:00:00,23.51,1209.21
2/8/2016 16:00:00,682.74,2/8/2016 16:00:00,488.1,2/8/2016 16:00:00,23.75,1194.59
2/9/2016 16:00:00,678.11,2/9/2016 16:00:00,482.07,2/9/2016 16:00:00,23.75,1183.93
2/10/2016 16:00:00,684.12,2/10/2016 16:00:00,490.48,2/10/2016 16:00:00,23.57,1198.17
2/11/2016 16:00:00,683.11,2/11/2016 16:00:00,503.82,2/11/2016 16:00:00,23.43,1210.36
2/12/2016 16:00:00,682.4,2/12/2016 16:00:00,507.08,2/12/2016 16:00:00,23.5,1212.98
2/16/2016 16:00:00,691,2/16/2016 16:00:00,521.1,2/16/2016 16:00:00,24.16,1236.26
2/17/2016 16:00:00,708.4,2/17/2016 16:00:00,534.1,2/17/2016 16:00:00,24.53,1267.03
2/18/2016 16:00:00,697.35,2/18/2016 16:00:00,525,2/18/2016 16:00:00,24.07,1246.42
2/19/2016 16:00:00,700.91,2/19/2016 16:00:00,534.9,2/19/2016 16:00:00,24.01,1259.82
2/22/2016 16:00:00,706.46,2/22/2016 16:00:00,559.5,2/22/2016 16:00:00,24.22,1290.18
2/23/2016 16:00:00,695.85,2/23/2016 16:00:00,552.94,2/23/2016 16:00:00,23.67,1272.46
2/24/2016 16:00:00,699.56,2/24/2016 16:00:00,554.04,2/24/2016 16:00:00,24.03,1277.63
2/25/2016 16:00:00,705.75,2/25/2016 16:00:00,555.15,2/25/2016 16:00:00,24.19,1285.09
2/26/2016 16:00:00,705.07,2/26/2016 16:00:00,555.23,2/26/2016 16:00:00,24.23,1284.53
2/29/2016 16:00:00,697.77,2/29/2016 16:00:00,552.52,2/29/2016 16:00:00,24.17,1274.46
3/1/2016 16:00:00,718.81,3/1/2016 16:00:00,579.04,3/1/2016 16:00:00,25.13,1322.98
3/2/2016 16:00:00,718.85,3/2/2016 16:00:00,580.21,3/2/2016 16:00:00,25.19,1324.25
3/3/2016 16:00:00,712.42,3/3/2016 16:00:00,577.49,3/3/2016 16:00:00,25.38,1315.29
3/4/2016 16:00:00,710.89,3/4/2016 16:00:00,575.14,3/4/2016 16:00:00,25.75,1311.78
3/7/2016 16:00:00,695.16,3/7/2016 16:00:00,562.8,3/7/2016 16:00:00,25.47,1283.43
3/8/2016 16:00:00,693.97,3/8/2016 16:00:00,560.26,3/8/2016 16:00:00,25.26,1279.49
3/9/2016 16:00:00,705.24,3/9/2016 16:00:00,559.47,3/9/2016 16:00:00,25.28,1289.99
3/10/2016 16:00:00,712.82,3/10/2016 16:00:00,558.93,3/10/2016 16:00:00,25.29,1297.04
3/11/2016 16:00:00,726.82,3/11/2016 16:00:00,569.61,3/11/2016 16:00:00,25.57,1322
3/14/2016 16:00:00,730.49,3/14/2016 16:00:00,573.37,3/14/2016 16:00:00,25.63,1329.49
3/15/2016 16:00:00,728.33,3/15/2016 16:00:00,577.02,3/15/2016 16:00:00,26.15,1331.5
3/16/2016 16:00:00,736.09,3/16/2016 16:00:00,574.27,3/16/2016 16:00:00,26.49,1336.85
3/17/2016 16:00:00,737.78,3/17/2016 16:00:00,559.44,3/17/2016 16:00:00,26.45,1323.67
3/18/2016 16:00:00,737.6,3/18/2016 16:00:00,552.08,3/18/2016 16:00:00,26.48,1316.16
3/21/2016 16:00:00,742.09,3/21/2016 16:00:00,553.98,3/21/2016 16:00:00,26.48,1322.55
3/22/2016 16:00:00,740.75,3/22/2016 16:00:00,560.48,3/22/2016 16:00:00,26.68,1327.91
3/23/2016 16:00:00,738.06,3/23/2016 16:00:00,569.63,3/23/2016 16:00:00,26.53,1334.22
3/24/2016 16:00:00,735.3,3/24/2016 16:00:00,582.95,3/24/2016 16:00:00,26.42,1344.67
3/28/2016 16:00:00,733.53,3/28/2016 16:00:00,579.87,3/28/2016 16:00:00,26.3,1339.7
3/29/2016 16:00:00,744.77,3/29/2016 16:00:00,593.86,3/29/2016 16:00:00,26.92,1365.55
3/30/2016 16:00:00,750.53,3/30/2016 16:00:00,598.69,3/30/2016 16:00:00,27.39,1376.61
3/31/2016 16:00:00,744.95,3/31/2016 16:00:00,593.64,3/31/2016 16:00:00,27.25,1365.84
